Attack Type,Year,Month,Amount,Date
Unknown,2015,8,88,08/01/15
Unknown,2015,9,91,09/01/15
Unknown,2015,10,67,10/01/15
Unknown,2015,11,97,11/01/15
Unknown,2015,12,68,12/01/15
Unknown,2016,1,45,01/01/16
Unknown,2016,2,66,02/01/16
Unknown,2016,3,81,03/01/16
Unknown,2016,4,78,04/01/16
Unknown,2016,5,108,05/01/16
Unknown,2016,6,84,06/01/16
Unknown,2016,7,87,07/01/16
Unknown,2016,8,74,08/01/16
Unknown,2016,9,66,09/01/16
Unknown,2016,10,102,10/01/16
Unknown,2016,11,65,11/01/16
Unknown,2016,12,66,12/01/16
Unknown,2017,1,65,01/01/17
Unknown,2017,2,54,02/01/17
Unknown,2017,3,63,03/01/17
Unknown,2017,4,42,04/01/17
Unknown,2017,5,93,05/01/17
Unknown,2017,6,80,06/01/17
Unknown,2017,7,100,07/01/17
Unknown,2017,8,80,08/01/17
Unknown,2017,9,68,09/01/17
Unknown,2017,10,52,10/01/17
Unknown,2017,11,66,11/01/17
Unknown,2017,12,62,12/01/17
